GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,44059,0.37,0.21,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,34632,0.32,0.11,0.03,0.151032,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,32580,0.32,0.12,0.87,0.00651,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,20698,0.31,0.56,0.1,0.001023,0
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,26357,0.31,0.21,0.03,0.032364,0
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,32194,0.32,0.11,0.87,0.01736,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,24,55677,0.37,0.12,0.1,0.002016,1
F,N,State servant,Higher education,Single / not married,House / apartment,1,23,59203,0.37,0.56,0.03,0.029667,1
M,Y,Commercial associate,Higher education,Single / not married,House / apartment,1,54,51991,0.37,0.21,0.87,0.00384,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,27734,0.31,0.11,0.1,0.005376,0
F,N,Working,Higher education,Divorced,House / apartment,1,44,23597,0.31,0.12,0.03,0.058464,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,53121,0.31,0.56,0.87,0.00352,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,59229,0.31,0.21,0.1,0.001116,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,47784,0.31,0.11,0.03,0.151032,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,23450,0.31,0.12,0.87,0.00672,0
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,50305,0.31,0.56,0.1,0.001221,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,55522,0.32,0.21,0.03,0.038628,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,33701,0.31,0.11,0.87,0.02072,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,26066,0.32,0.12,0.1,0.001953,0
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,40720,0.32,0.56,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Single / not married,House / apartment,3,32,23862,0.31,0.21,0.87,0.00372,0
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,57290,0.31,0.11,0.1,0.005208,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,39861,0.32,0.12,0.03,0.056637,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,56530,0.37,0.56,0.87,0.00341,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,40507,0.37,0.21,0.1,0.001116,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,47257,0.37,0.11,0.03,0.155904,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,45295,0.31,0.12,0.87,0.00651,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,47083,0.31,0.56,0.1,0.001056,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,46498,0.31,0.21,0.03,0.033408,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,53387,0.31,0.11,0.87,0.01792,1
F,Y,Commercial associate,Higher education,Married,House / apartment,2,28,22125,0.31,0.12,0.1,0.002016,0
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,36617,0.31,0.56,0.03,0.030624,1
F,Y,Commercial associate,Higher education,Married,With parents,2,35,34406,0.31,0.21,0.87,0.00372,1
F,Y,Commercial associate,Higher education,Married,With parents,2,35,25506,0.32,0.11,0.1,0.005208,0
F,Y,Commercial associate,Higher education,Married,With parents,2,35,22835,0.31,0.12,0.03,0.058464,1
F,Y,Commercial associate,Higher education,Married,With parents,2,35,56038,0.32,0.56,0.87,0.00407,1
F,Y,Commercial associate,Higher education,Married,With parents,2,35,45099,0.32,0.21,0.1,0,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,31778,0.32,0.11,0.03,0.038628,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,47992,0.32,0.12,0.87,0.01736,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,21083,0.31,0.56,0.1,0.001953,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,26597,0.31,0.21,0.03,0.029667,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,21700,0.32,0.11,0.87,0.00372,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,38311,0.37,0.12,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,39013,0.37,0.56,0.03,0.056637,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,44968,0.37,0.21,0.87,0.00341,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,24593,0.31,0.11,0.1,0.001152,0
F,N,Working,Higher education,Divorced,House / apartment,2,41,59037,0.31,0.12,0.03,0.151032,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,20145,0.31,0.56,0.87,0.00672,0
F,N,Working,Higher education,Divorced,House / apartment,2,41,33833,0.31,0.21,0.1,0.001056,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,39592,0.31,0.11,0.03,0.033408,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,48002,0.31,0.12,0.87,0.01736,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,42496,0.31,0.56,0.1,0.002331,1
F,N,Working,Higher education,Divorced,House / apartment,2,41,31813,0.32,0.21,0.03,0.035409,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,39,30182,0.31,0.11,0.87,0.00444,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,39,44862,0.32,0.12,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,4,39,26375,0.32,0.56,0.03,0.056637,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,35143,0.32,0.21,0.87,0.00341,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,46212,0.32,0.11,0.1,0.001116,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,28714,0.31,0.12,0.03,0.151032,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,24795,0.31,0.56,0.87,0.00672,0
M,N,Working,Secondary / secondary special,Married,With parents,2,43,29002,0.32,0.21,0.1,0.001023,0
M,N,Working,Secondary / secondary special,Married,With parents,2,43,54447,0.37,0.11,0.03,0.033408,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,59761,0.37,0.12,0.87,0.01792,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,45031,0.37,0.56,0.1,0.002016,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,55672,0.31,0.21,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,54162,0.31,0.11,0.87,0.00444,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,55557,0.31,0.12,0.1,0.006216,1
M,N,Working,Secondary / secondary special,Married,With parents,2,43,32009,0.31,0.56,0.03,0.067599,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,52,48705,0.31,0.21,0.87,0.00352,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,52,32283,0.31,0.11,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,52,30459,0.31,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,52,41533,0.32,0.56,0.87,0.00651,1
F,N,Working,Higher education,Single / not married,House / apartment,2,28,25070,0.31,0.21,0.1,0.001056,0
F,N,Working,Higher education,Single / not married,House / apartment,2,28,55076,0.32,0.11,0.03,0.038628,1
F,N,Working,Higher education,Single / not married,House / apartment,2,28,47942,0.32,0.12,0.87,0.02072,1
F,N,Working,Higher education,Single / not married,House / apartment,2,28,38437,0.32,0.56,0.1,0.002331,1
F,N,Working,Higher education,Single / not married,House / apartment,2,28,20386,0.32,0.21,0.03,0.029667,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,37,56706,0.31,0.11,0.87,0.00372,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,37,59155,0.31,0.12,0.1,0.005208,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,37,48810,0.32,0.56,0.03,0.056637,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,37,48390,0.37,0.21,0.87,0.00341,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,60,21869,0.37,0.11,0.1,0.001116,0
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,60,52803,0.37,0.12,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Divorced,House / apartment,1,60,29656,0.31,0.56,0.87,0.00672,0
F,N,Commercial associate,Higher education,Married,House / apartment,2,62,35434,0.31,0.21,0.1,0.001023,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,36,38462,0.31,0.11,0.03,0.033408,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,36,30931,0.31,0.12,0.87,0.01792,1
M,Y,State servant,Secondary / secondary special,Single / not married,House / apartment,1,37,30046,0.31,0.56,0.1,0.001953,1
M,Y,State servant,Secondary / secondary special,Single / not married,House / apartment,1,37,36428,0.31,0.21,0.03,0.029667,1
F,N,Working,Higher education,Married,House / apartment,2,50,50731,0.31,0.11,0.87,0.00384,1
F,N,Working,Higher education,Married,House / apartment,2,50,20126,0.32,0.12,0.1,0.006216,0
F,N,Working,Higher education,Married,House / apartment,2,50,44422,0.31,0.56,0.03,0.067599,1
M,N,Commercial associate,Higher education,Married,House / apartment,2,33,45964,0.32,0.21,0.87,0.00407,1
M,N,Working,Secondary / secondary special,Married,With parents,2,30,35418,0.32,0.11,0.1,0.001116,1
M,N,Commercial associate,Higher education,Single / not married,House / apartment,1,39,28976,0.32,0.12,0.03,0.151032,1
M,N,Commercial associate,Higher education,Single / not married,House / apartment,1,39,29758,0.32,0.56,0.87,0.00651,0
M,N,Commercial associate,Higher education,Single / not married,House / apartment,1,39,43352,0.31,0.21,0.1,0.001023,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,50444,0.31,0.11,0.03,0.032364,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,58410,0.32,0.12,0.87,0.01736,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,20820,0.37,0.56,0.1,0.001953,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,33340,0.37,0.21,0.03,0.030624,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,26273,0.37,0.11,0.87,0.00372,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,27934,0.31,0.12,0.1,0.005376,0
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,32872,0.31,0.56,0.03,0.058464,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,38999,0.31,0.21,0.87,0.00352,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,40778,0.31,0.11,0.1,0.001152,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,52811,0.31,0.12,0.03,0.151032,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,45,29667,0.31,0.56,0.87,0.00651,0
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,44946,0.31,0.21,0.1,0.001056,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,32238,0.32,0.11,0.03,0.038628,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,58216,0.31,0.12,0.87,0.02072,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,45818,0.32,0.56,0.1,0.002331,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,58547,0.32,0.21,0.03,0.029667,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,40553,0.32,0.11,0.87,0.00372,1
F,Y,Commercial associate,Higher education,Married,House / apartment,3,40,49937,0.32,0.12,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,20746,0.31,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,40,37602,0.31,0.21,0.87,0.00341,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,23,32730,0.32,0.11,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,23,44112,0.37,0.12,0.03,0.151032,1
F,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,23,38233,0.37,0.56,0.87,0.00672,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,32,28645,0.37,0.21,0.1,0.001023,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,32,48874,0.31,0.11,0.03,0.033408,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,32,25046,0.31,0.12,0.87,0.01792,0
F,N,Commercial associate,Higher education,Married,House / apartment,3,32,51985,0.31,0.56,0.1,0.002016,1
F,N,Commercial associate,Higher education,Married,House / apartment,3,32,44643,0.31,0.21,0.03,0.030624,1
F,N,Working,Higher education,Single / not married,House / apartment,1,33,22474,0.31,0.11,0.87,0.00372,0
F,N,Working,Higher education,Single / not married,House / apartment,1,33,28231,0.31,0.12,0.1,0.005208,0
F,N,Working,Secondary / secondary special,Married,House / apartment,3,43,35297,0.31,0.56,0.03,0.058464,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,43,58978,0.32,0.21,0.87,0.00407,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,43,37573,0.31,0.11,0.1,0.001332,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,56609,0.32,0.12,0.03,0.180264,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,35838,0.32,0.56,0.87,0.00651,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,52916,0.32,0.21,0.1,0.001023,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,36021,0.32,0.11,0.03,0.032364,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,49276,0.31,0.12,0.87,0.01736,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,53123,0.31,0.56,0.1,0.001953,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,39385,0.32,0.21,0.03,0.029667,1
M,N,Working,Secondary / secondary special,Divorced,With parents,2,42,47628,0.37,0.11,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,21189,0.37,0.12,0.1,0.005376,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,41904,0.37,0.56,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,20650,0.31,0.21,0.87,0.00352,0
F,N,Working,Secondary / secondary special,Married,House / apartment,2,54,32819,0.31,0.11,0.1,0.001152,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,39455,0.31,0.12,0.03,0.155904,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,37803,0.31,0.56,0.87,0.00672,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,50881,0.31,0.21,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,52397,0.31,0.11,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,23660,0.31,0.12,0.87,0.01792,0
F,N,Working,Secondary / secondary special,Married,House / apartment,3,34,51616,0.32,0.56,0.1,0.002331,1
M,Y,Working,Incomplete higher,Married,With parents,3,35,41230,0.31,0.21,0.03,0.035409,1
M,Y,Working,Incomplete higher,Married,With parents,3,35,33804,0.32,0.11,0.87,0.00444,1
M,Y,Working,Incomplete higher,Married,With parents,3,35,33298,0.32,0.12,0.1,0.005208,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,34,21763,0.32,0.56,0.03,0.056637,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,34,43483,0.32,0.21,0.87,0.00341,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,34,41542,0.31,0.11,0.1,0.001116,1
M,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,34,29855,0.31,0.12,0.03,0.151032,1
F,N,Working,Higher education,Single / not married,House / apartment,1,32,49867,0.32,0.56,0.87,0.00651,1
F,N,Working,Higher education,Single / not married,House / apartment,1,32,55567,0.37,0.21,0.1,0.001023,1
F,N,Working,Higher education,Single / not married,House / apartment,1,32,24858,0.37,0.11,0.03,0.033408,0
F,N,Working,Higher education,Single / not married,House / apartment,1,32,46697,0.37,0.12,0.87,0.01736,1
F,N,Working,Higher education,Single / not married,House / apartment,1,32,59096,0.31,0.56,0.1,0.002016,1
F,N,Working,Higher education,Single / not married,House / apartment,1,32,20743,0.31,0.21,0.03,0.030624,0
F,N,Working,Higher education,Single / not married,House / apartment,1,32,41611,0.31,0.11,0.87,0.00384,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,5,40,25472,0.31,0.12,0.1,0.005376,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,5,40,32436,0.31,0.56,0.03,0.056637,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,5,40,24496,0.31,0.21,0.87,0.00341,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,5,40,36199,0.31,0.11,0.1,0.001152,1
